94131,$14000,/ 4br - 
95051,$1825,/ 426ft
95120,$4800,/ 5br - 
95476,$1950,/ 2br - 1200ft
95409,$2037,/ 1br - 630ft
94086,$3030,/ 2br - 858ft
94122,$2500,/ 2br - 600ft
95404,$1300,/ 1br - 
94086,$2564,/ 1br - 687ft
94122,$2500,/ 2br - 750ft
94122,$2500,/ 2br - 750ft
94104,$5260,/ 2br - 1100ft
94104,$5260,/ 2br - 1100ft
94112,$2250,/ 1br - 650ft
95120,$4800,/ 5br - 
95008,$2320,/ 1br - 750ft
94133,$2300,/ 400ft
94553,$1400,/ 1br - 816ft
94544,$1500,/ 1br - 580ft
95687,$1755,/ 2br - 934ft
95687,$1755,/ 2br - 934ft
95014,$4150,/ 3br - 1550ft
94122,$2600, 
94027,$7500,/ 5br - 3300ft
94087,$3350,/ 2br - 1064ft
94565,$2100,/ 3br - 1583ft
94536,$1895,/ 1br - 
94086,$4445,/ 2br - 1065ft
94086,$4445,/ 2br - 1065ft
94565,$2400,/ 3br - 1608ft
95118,$2300,/ 2br - 845ft
94509,$1700,/ 2br - 918ft
94087,$4325,/ 3br - 1387ft
94565,$1490,/ 1br - 619ft
94565,$1490,/ 1br - 619ft
94044,$2198,/ 1br - 
94040,$2131,/ 407ft
95110,$1670,/ 1br - 465ft
94533,$1599,/ 2br - 1063ft
95405,$1775,/ 2br - 930ft
94555,$2574,/ 2br - 
94544,$1650,/ 524ft
94531,$2250,/ 4br - 2258ft
94952,$2048, 
95476,$1300, 
94609,$2550,/ 2br - 900ft
94903,$2625,/ 2br - 954ft
95134,$2755,/ 1br - 973ft
95134,$2755,/ 1br - 973ft
95409,$2500,/ 3br - 1400ft
95403,$1725,/ 2br - 1068ft
95403,$1725,/ 2br - 1068ft
94608,$3017,/ 2br - 1033ft
95129,$4800,/ 5br - 2680ft
95134,$2181,/ 1br - 565ft
94565,$1206,/ 2br - 871ft
94535,$1433,/ 1br - 790ft
94102,$4361,/ 1br - 704ft
95128,$2681,/ 1br - 860ft
94705,$4000,/ 3br - 1290ft
94541,$1945,/ 1br - 668ft
95134,$3118,/ 2br - 1100ft
95134,$2500,/ 1br - 695ft
94024,$8000,/ 4br - 
94014,$3482,/ 2br - 1052ft
94066,$2473,/ 1br - 
94901,$2020,/ 1br - 475ft
94513,$1595,/ 2br - 845ft
94086,$2760,/ 569ft
94596,$1795,/ 1br - 554ft
95134,$2310,/ 600ft
95134,$2310,/ 600ft
95148,$2998,/ 3br - 1232ft
94402,$4200,/ 3br - 1375ft
94402,$4200,/ 3br - 1375ft
94080,$2569,/ 1br - 730ft
95134,$3650,/ 2br - 1191ft
95014,$3197,/ 2br - 971ft
94158,$8000,/ 3br - 1970ft
94103,$3520,/ 1br - 
94403,$4164,/ 2br - 4164ft
94403,$4164,/ 2br - 4164ft
94403,$4164,/ 2br - 4164ft
94403,$4164,/ 2br - 4164ft
95134,$2536,/ 1br - 739ft
95134,$2514,/ 1br - 778ft
94550,$1850,/ 2br - 975ft
94123,$3400,/ 1br - 
94553,$1549,/ 400ft
94109,$2675,/ 2br - 
94704,$3295,/ 2br - 
94598,$3030,/ 2br - 1045ft
94596,$3600,/ 2br - 1022ft
94533,$1599,/ 2br - 1063ft
94110,$3400,/ 1br - 
94110,$3400,/ 1br - 
94110,$3400,/ 1br - 
94110,$3400,/ 1br - 
94110,$3400,/ 1br - 
94707,$1750,/ 400ft
95453,$1400,/ 3br - 1542ft
94925,$2258,/ 1br - 
94112,$1900,/ 2br - 
94526,$2081,/ 2br - 800ft
94526,$2081,/ 2br - 800ft
94025,$4353,/ 2br - 980ft
95128,$1550,/ 413ft
95035,$2982,/ 2br - 1128ft
94533,$1100,/ 1br - 670ft
94513,$1475,/ 1br - 740ft
94560,$2868,/ 2br - 958ft
94945,$1975,/ 2br - 1100ft
94568,$3002,/ 2br - 1056ft
95134,$3128,/ 2br - 1044ft
95131,$3250,/ 3br - 1589ft
95128,$1795,/ 1br - 675ft
95123,$3250,/ 4br - 1850ft
94080,$3529,/ 2br - 1103ft
94080,$3529,/ 2br - 1103ft
94080,$3529,/ 2br - 1103ft
94080,$3529,/ 2br - 1103ft
94080,$2650,/ 400ft
95051,$2195,/ 1br - 720ft
95051,$2195,/ 1br - 720ft
94901,$1700,/ 1br - 600ft
94404,$3628,/ 2br - 
94582,$2002,/ 1br - 775ft
95014,$2742,/ 2br - 825ft
94401,$3107,/ 2br - 875ft
94602,$3800,/ 4br - 1875ft
94602,$3800,/ 4br - 1875ft
94520,$2812,/ 1br - 1114ft
94536,$2698,/ 2br - 910ft
94590,$1595,/ 3br - 1087ft
94590,$1595,/ 3br - 1087ft
94582,$2062,/ 1br - 775ft
94582,$2062,/ 1br - 775ft
94114,$3200,/ 1br - 
94044,$2569,/ 1br - 624ft
94541,$1500,/ 2br - 
94087,$2995,/ 2br - 
94087,$2995,/ 2br - 
94105,$2872,/ 450ft
94401,$2759,/ 1br - 712ft
95118,$1800,/ 2br - 
95118,$1800,/ 2br - 
94597,$2500,/ 2br - 1200ft
95054,$3521,/ 2br - 1145ft
94553,$2750,/ 3br - 1528ft
94553,$2750,/ 3br - 1528ft
95070,$4495,/ 4br - 1833ft
94089,$3050,/ 3br - 1108ft
94121,$2800,/ 1br - 750ft
94121,$2800,/ 1br - 750ft
94105,$3760,/ 1br - 
94518,$2450,/ 3br - 1386ft
94704,$2400,/ 2br - 
95014,$4500,/ 4br - 1700ft
95014,$2220,/ 1br - 712ft
95014,$2220,/ 1br - 712ft
95014,$2220,/ 1br - 712ft
95112,$2195,/ 2br - 925ft
95112,$2195,/ 2br - 925ft
95112,$2195,/ 2br - 925ft
94103,$5375,/ 2br - 878ft
94133,$4995,/ 2br - 
94105,$3548,/ 1br - 814ft
94114,$3000,/ 1br - 
94103,$4195,/ 1br - 
94102,$4295,/ 1br - 
94043,$2650,/ 1br - 610ft
94158,$3575,/ 1br - 661ft
94582,$2462,/ 1br - 702ft
95051,$2500,/ 2br - 
94582,$1871,/ 436ft
94080,$3936,/ 2br - 1266ft
95014,$2883,/ 2br - 839ft
95014,$2883,/ 2br - 839ft
94582,$2885,/ 2br - 1004ft
94928,$1685,/ 1br - 790ft
94928,$1685,/ 1br - 790ft
94608,$3195,/ 2br - 1088ft
94608,$3195,/ 2br - 1088ft
94965,$2368,/ 1br - 597ft
95054,$2534,/ 1br - 735ft
94541,$2329,/ 1br - 769ft
95128,$6424,/ 2br - 2007ft
95051,$2452,/ 825ft
94582,$2472,/ 2br - 900ft
94582,$2472,/ 2br - 900ft
94541,$2476,/ 2br - 1029ft
94553,$1919,/ 2br - 803ft
94523,$2093,/ 817ft
95035,$800,/ 1br - 
94533,$1149,/ 550ft
95008,$1725,/ 1br - 708ft
95136,$4995,/ 2br - 1400ft
94123,$6500,/ 2br - 1575ft
94587,$2196, 
95136,$4995,/ 2br - 1400ft
94065,$2899,/ 2br - 775ft
94533,$1599,/ 2br - 1063ft
94533,$1599,/ 2br - 1063ft
94010,$3500,/ 2br - 
94121,$4800,/ 4br - 
95401,$1400,/ 2br - 720ft
94566,$5950,/ 4br - 4396ft
94086,$3125,/ 2br - 1368ft
94505,$1750,/ 2br - 1200ft
94306,$3500,/ 2br - 727ft
94928,$2110,/ 2br - 1136ft
94582,$2265,/ 769ft
94555,$2111,/ 1br - 620ft
94112,$4600,/ 4br - 
94112,$4600,/ 4br - 
94538,$2389,/ 2br - 
94404,$2863,/ 1br - 743ft
94596,$2395,/ 2br - 808ft
94596,$2395,/ 2br - 808ft
94608,$6589,/ 2br - 
94560,$2626,/ 2br - 875ft
94505,$1750,/ 2br - 1200ft
94065,$3125,/ 2br - 916ft
95070,$6400,/ 4br - 2800ft
94523,$2212,/ 2br - 880ft
94565,$800,/ 450ft
95054,$2878,/ 1br - 853ft
94571,$1495,/ 2br - 1184ft
94086,$3422,/ 2br - 1027ft
94086,$3422,/ 2br - 1027ft
94903,$2625,/ 2br - 954ft
95054,$2878,/ 1br - 853ft
94928,$1970,/ 2br - 932ft
95134,$2993,/ 2br - 1103ft
94587,$2233,/ 1br - 603ft
94121,$1900, 
95404,$5000,/ 3br - 
95404,$5000,/ 3br - 
94087,$2995,/ 2br - 
94087,$2995,/ 2br - 
94063,$2205,/ 1br - 680ft
95123,$3000,/ 2br - 1211ft
94555,$2370,/ 2br - 800ft
94306,$2100, 
94306,$2100, 
95124,$4600,/ 4br - 2000ft
94087,$3090,/ 1br - 736ft
95054,$2958,/ 1br - 880ft
94121,$5940,/ 4br - 1660ft
94952,$3283,/ 3br - 1708ft
94515,$4500,/ 3br - 
95128,$4306,/ 1br - 958ft
94551,$1690,/ 2br - 
94551,$1690,/ 2br - 
94608,$2160,/ 575ft
94608,$2160,/ 575ft
95070,$1895,/ 1br - 400ft
95032,$4629,/ 2br - 1123ft
94063,$3200,/ 1br - 716ft
94531,$1530,/ 1br - 
95401,$1900,/ 3br - 1300ft
94014,$2195,/ 2br - 920ft
95134,$3118,/ 2br - 1100ft
95134,$3118,/ 2br - 1100ft
95112,$1500,/ 1br - 
95112,$1500,/ 1br - 
95134,$3121,/ 2br - 1100ft
95403,$1829,/ 2br - 921ft
94965,$3172,/ 2br - 888ft
94965,$3172,/ 2br - 888ft
94965,$3172,/ 2br - 888ft
94509,$1755,/ 2br - 998ft
95134,$2536,/ 1br - 739ft
95134,$2536,/ 1br - 739ft
95134,$2536,/ 1br - 739ft
91702,$1100, 
95134,$2521,/ 1br - 778ft
95037,$2063,/ 1br - 701ft
94538,$1883,/ 1br - 620ft
95134,$2514,/ 1br - 778ft
94534,$1493,/ 1br - 
94132,$3850,/ 2br - 1100ft
94928,$2235,/ 2br - 1240ft
95051,$2995,/ 2br - 900ft
94533,$1723,/ 2br - 948ft
95051,$2695,/ 2br - 830ft
94608,$2211,/ 530ft
94121,$3770,/ 3br - 
94121,$3770,/ 3br - 
94582,$2895,/ 2br - 1115ft
94087,$3595,/ 2br - 1100ft
95003,$1295,/ 1br - 330ft
94710,$2900,/ 2br - 610ft
94533,$1390,/ 1br - 740ft
94710,$3400,/ 2br - 950ft
94710,$6000,/ 5br - 2138ft
95134,$3540,/ 2br - 1092ft
94558,$3500,/ 3br - 2400ft
95051,$1150,/ 1br - 1400ft
95051,$1150,/ 1br - 1400ft
95134,$33128,/ 2br - 1044ft
95134,$33128,/ 2br - 1044ft
95134,$3395,/ 2br - 1082ft
95006,$1500,/ 1br - 651ft
94585,$1375,/ 2br - 842ft
94610,$1150,/ 500ft
94110,$5500,/ 3br - 1500ft
94027,$1995,/ 1br - 
95134,$3490,/ 2br - 1103ft
95051,$2845,/ 2br - 1060ft
94518,$2050,/ 2br - 985ft
94536,$2225,/ 1br - 710ft
94536,$2225,/ 1br - 710ft
95117,$1837,/ 386ft
94115,$8950,/ 2br - 
94116,$8500,/ 5br - 
94123,$17500,/ 4br - 4000ft
94404,$2626,/ 1br - 820ft
94115,$4700,/ 2br - 
94404,$2555,/ 1br - 650ft
94404,$2555,/ 1br - 650ft
94109,$5100,/ 2br - 
94523,$2445,/ 2br - 1019ft
94523,$2445,/ 2br - 1019ft
